smiles,c9h10n2o2pf2cl
FC1=CC(Cl)=C(C[PH]2=C(Cl)OC(F)C=N2)CO1,0.645648526427892
FC1=CC(Cl)=C(C[PH]2=C(Cl)C(F)C=NN2)C1,0.645648526427892
FC1=CC(Cl)=C(C=[PH]2=NN=CC(F)(Cl)C2)CO1,0.645648526427892
FC1=CC(C[PH]2=C(Cl)C(F)C=NN2)=C(F)C1,0.645648526427892
FC1=CC(C[PH]2=C(Cl)C(F)C=NN2)=C(Cl)C1,0.645648526427892
FC1=CC(C[PH]2(F)CC(F)=NN2)CC=C1Br,0.645648526427892
FC1=CC(C[PH](=C=[O+]Cl)NN=CCl)=C(F)OC1,0.645648526427892
FC1=CC(Br)=C(CPNN=C(F)CCl)C1S,0.645648526427892
FC1=C2C[PH](NN=CCC3=CO3)=CC2=C(Cl)OC1,0.645648526427892
FC1=C2C=[PH](NN=CC(F)Cl)CC2=CC1Cl,0.645648526427892
FC1=C(Cl)CC(N2CC3(F)COC(Cl)=CC=[PH]23)=CO1,0.645648526427892
FC1=C(Cl)C2C[PH](NC3=CC(F)OC(Cl)=C3)=CC2O1,0.645648526427892
FC1=C(C[PH]2N=CC(F)C(Cl)=N2)COC(Cl)=C1,0.645648526427892
FC1=C(C[PH]2=COC(F)C=NN2)C=C(Cl)OO1,0.645648526427892
FC1=C(C[PH]2=COC(F)=C(F)N2)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=COC(F)=C(Cl)N2)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=CC(F)OC2Cl)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=CC(F)OC(Cl)=N2)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=CC(C(F)Cl)=NN2)C=C(Cl)C1,0.645648526427892
FC1=C(C[PH]2=C(F)COC2Cl)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=C(F)COC(Cl)=N2)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=C(Cl)OCC2F)C=C(Cl)OC1,0.645648526427892
FC1=C(C[PH]2=C(Cl)C(F)C=NN2)C=C(Cl)C1,0.645648526427892
FC1=C(CPNC2=C(F)COC(Cl)=C2)C=C(Cl)OC1,0.645648526427892
FC1=C(C=[PH]2=CC(F)(F)C=NN2)C=C(Cl)OC1,0.645648526427892
FC1(OP)C[PH]2=NN=C1COC=CC(Cl)=CC2,0.645648526427892
FC(C=S=NN[PH]1=CC2=C(Cl)OC(F)C=C2C1)OCCl,0.645648526427892
FC(=S)C(CCl)=NNPCC1=COC[SH](F)C1,0.645648526427892
FC#CC=NN[PH]1=CC2=C(Cl)OCC(F)=C2C1,0.645648526427892
Cc1oc(ON)cc1C[PH]1=C(F)C(Cl)C=NN1,0.645648526427892
Cc1cc(F)ccc1CPNNC(Cl)C(=O)F,0.645648526427892
Cc1cc(C[PH]2=C(F)C(Cl)C=NN2)c(CF)o1,0.645648526427892
Cc1cc(C[PH]2=C(Cl)C(F)C=NN2)c(CF)o1,0.645648526427892
Cc1c(S)cccc1[N-]PNN=CC(=O)O,0.645648526427892
Cc1c(OO)coc1CPNN=C(CCl)C(=O)F,0.645648526427892
Cc1c(N)coc1CPNN=C(CCl)C(=O)F,0.645648526427892
Cc1c(F)coc1PNNN=CC(O)F,0.645648526427892
Cc1c(F)coc1NPNN=C(O)CCl,0.645648526427892
Cc1c(F)coc1CP[PH]1=NN=CC(O)(F)C1,0.645648526427892
Cc1c(F)coc1CPNN=C(CN)C(=O)F,0.645648526427892
Cc1c(F)coc1CPNN=C(C#N)C(=O)F,0.645648526427892
Cc1c(F)coc1CPNC1=C(F)COC(Cl)=C1,0.645648526427892
Cc1c(F)coc1C(Cl)PC(CCl)C(=O)F,0.645648526427892
Cc1[nH]nc(N)c1S(=O)(=O)c1ccc(Cl)cc1,0.645648526427892
C[SH](C(=O)O)C(=NC(=N)Cl)C(C=O)CC(=O)F,0.645648526427892
C[PH]1=NN=CC(O)(F)CCOC(F)=C2C(P)=C21,0.645648526427892
C[PH]1=NN=CC(C)(F)CCOC(F)=C2C(Cl)=C21,0.645648526427892
C[PH]1=CC2=C(F)C=COC2C1OCF,0.645648526427892
C[PH]1=CC2=C(Cl)C=C(F)C2C1C(O)O,0.645648526427892
C[PH](CC1=C(F)COC(F)=C1)=NN=CC(O)F,0.645648526427892
C[PH](CC1=C(Cl)C=C(Cl)OC1)=NN=CC(O)F,0.645648526427892
C[PH](=CC1=CC(F)OC(Cl)=C1)[PH]#[SH]=C(O)F,0.645648526427892
CSN=C(C=PC1=C(F)COC(F)=C1)C(=O)S,0.645648526427892
CSC(F)=CCCPNN=C(CSCl)C(=O)F,0.645648526427892
CP=NN=CC(O)(F)CC1C=CC(F)C(F)O1,0.645648526427892
CP=NN=CC(O)(F)CC1=CC(F)CC(Cl)=C1,0.645648526427892
CP(F)#[SH]=C=CC(=O)C(N=C(CCl)C(=O)F)=NCCCl,0.645648526427892
COc1ncc(C(C)CC(F)(F)F)[nH]1,0.645648526427892
CONC=NNP=C=CC(F)=C(F)CO,0.645648526427892
CON(N=CC(=O)Cl)OPC1C(Br)=C(F)C(C)=C1CF,0.645648526427892
COCC(F)=CCC=NN=CC(=O)O,0.645648526427892
COC=NNP=[PH]=C=CC(F)=C(F)CO,0.645648526427892
COC=NNP=C=[O+]CC(F)=C(F)CO,0.645648526427892
COC=NNP=C=CNC(F)=C(F)CO,0.645648526427892
COC=CP=C=CC(F)=C(Cl)C(COF)=NF,0.645648526427892
COC=CCPNN=C(CCl)C(=O)F,0.645648526427892
COC=CC(F)=C(C=C=NF)C(=N)SC(=N)N,0.645648526427892
COC1=CC(PNN=[N+](CCl)C(=O)F)CC1F,0.645648526427892
COC(F)C(=CF)C[PH]1=CC(O)=NN1,0.645648526427892
COC(F)C(=CF)C[PH]1=C(Cl)C(C[O-])=NNN1,0.645648526427892
COC(F)=CC(Cl)OC[PH]1=NN=CC(O)(F)C1,0.645648526427892
COC(F)=C(C=C=PNN=COCF)C=CN,0.645648526427892
COC(Cl)=CC(C[PH]1=COC(F)C=NN1)[N-]F,0.645648526427892
COC(=NNPC(O)C1=COCC(F)=C1)C(=O)F,0.645648526427892
CN[SH](C=PNC1=C(C=O)C=C(F)C1)C(=O)S,0.645648526427892
CN=c1cpn(-c2cc(F)ccc2C)sc1=O,0.645648526427892
CN=C(S)C=PN=CC(F)=CC=COC,0.645648526427892
CN=C(O)PNC=C(F)COC=CF,0.645648526427892
CN=C(C=PNc1cc(F)ccc1F)CS,0.645648526427892
CN=C(C=PNC1=C(O)CC(O)=C1)OCl,0.645648526427892
CN=C(C=PNC1=C(O)CC(O)=C1)C(=O)S,0.645648526427892
CN=C(C=PNC1=C(O)CC(F)=P1)C(=O)O,0.645648526427892
CN=C(C=O)C=PNSC=C(F)CCO,0.645648526427892
CN=C(C=O)C=PNC1=C(S)CC(F)C1,0.645648526427892
CN(O)c1c(PNN=CC(=O)F)ccnc1C(F)(F)Cl,0.645648526427892
CN(O)C=PNC=C(F)COC=CF,0.645648526427892
CN(O)C1(CF)CC(=O)OC=CC=N1,0.645648526427892
CN(C)C(=NO)c1c(O)cccc1Cl,0.645648526427892
CCOCC(F)=CNP=CN(Cl)C=O,0.645648526427892
CCNS[PH]1=CC2=C(Cl)OC=C(F)C2C1,0.645648526427892
CCNP=CC1=C(Cl)CC(F)=C1N=CC(O)F,0.645648526427892
CCCc1cn(CC(=O)C(F)(F)F)nn1,0.645648526427892
CCC=NN(F)P=C=CC(C=CCl)=C(F)CO,0.645648526427892
CCC1C=[O+]C(F)=CC1PONN=CC(=O)F,0.645648526427892
CCC1=NN[PH](CC2=C(F)COC(F)=C2)=C1Cl,0.645648526427892
CCC1=CC(F)=CC=[PH]1PONN=CC(=O)F,0.645648526427892
CCC1=C=[O+]C(F)=CC1PONN=CCOF,0.645648526427892
CCC1=C=[O+]C(C(=O)F)=CC1PONN=CC(=O)F,0.645648526427892
CCC(O)=CPNN=C(CCl)C(=O)F,0.645648526427892
CCC(F)=COCC1COC(F)=C1Cl,0.645648526427892
CCC(F)=C(C=C=PNN=COCF)C=CCl,0.645648526427892
CCC(F)=C(C=C=PNN=CCOF)C=CCl,0.645648526427892
CCC(F)=C(C=C=PNN=CC(O)F)C=CCl,0.645648526427892
CCC(=O)C(CCl)=NNPC1=C(Cl)OCC1F,0.645648526427892
CCC(=NPNN=C(CCl)C(=O)F)C(=O)F,0.645648526427892
CCC#P=CC(F)=CCPONN=CC(=O)F,0.645648526427892
CC=NN[PH]1=CC2=CC(F)=C(Cl)C2C1OCF,0.645648526427892
CC=NN[PH]1=CC2=CC(F)=C(Cl)C2C1C(O)F,0.645648526427892
CC=NN[PH]1=CC2=C(S)OCC(F)=C2C1,0.645648526427892
CC=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1CF,0.645648526427892
CC=NN[PH]1=CC2=C(F)CC(Cl)=C2C1C(O)F,0.645648526427892
CC=NN[PH]1=CC2=C(F)C=C(Cl)C2C1OCF,0.645648526427892
CC=NN[PH]1=CC2=C(F)C(Cl)=CC2C1,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)CC(F)=C2C1COF,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)CC(F)=C2C1C(O)F,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)CC(F)=C2C1,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)C=C(F)C2C1COF,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)C=C(F)C2C1C(O)F,0.645648526427892
CC=NN[PH]1=CC2=C(Cl)C=C(F)C2C1,0.645648526427892
CC=NN[PH]1=C=C=C(Cl)C=C(F)CC1COF,0.645648526427892
CC=NN[PH]1=C2C=C(F)CC(Cl)=C2C1OCF,0.645648526427892
CC=NN[PH](=C=[O+]Cl)NC1C=C(F)OCC1F,0.645648526427892
CC=NNP=CC1=CC(F)=C(Cl)C1COCF,0.645648526427892
CC=NNP=CC1=C(Cl)CC(F)=C1CC(O)F,0.645648526427892
CC=NNP=CC1=C(Cl)C=C(F)C1COCF,0.645648526427892
CC=NNP=CC1=C(Cl)C=C(F)C1CC(O)F,0.645648526427892
CC=NNP=C1C=C(F)C=C(Cl)C1COCF,0.645648526427892
CC=NN1C2C(Cl)=C(F)C=CC=[PH]1C2OCF,0.645648526427892
CC=CC[PH]1=C=CC(F)=C(Cl)C(C(O)F)=NN1,0.645648526427892
CC=CC1=C(F)CON2N=C(C(F)Cl)C=[PH]2C1,0.645648526427892
CC=CC(F)OC(Cl)=Cn1nc(C(C)F)cp1,0.645648526427892
CC=CC(F)OC(Cl)=CN=[O+]C(C=P)C(O)F,0.645648526427892
CC=CC(F)OC(Cl)=CN1C=C(Cl)OC(F)=N1,0.645648526427892
CC=C=C(Cl)OC(F)=CCNNN=CC(O)F,0.645648526427892
CC=C1C[PH]2=CC1C(F)=C(Cl)C(C(O)F)=NN2,0.645648526427892
CC=C1CP=CC1C(F)=C(Cl)C(COF)=NN,0.645648526427892
CC=C(Cl)C=C(F)OCC1=NN=C(Cl)C1(O)F,0.645648526427892
CC1OC(Cl)=CC(Cl)C1P=CC(COF)=NN,0.645648526427892
CC1C=CC(F)=CC1PONNN=CC(=O)F,0.645648526427892
CC1C=CC(F)=CC1PONN=CNC(=O)F,0.645648526427892
CC1C=CC(F)=C1PONPONN=CC(=O)F,0.645648526427892
CC1C=C(PNN=C(CCl)C(=O)F)C(O)=CN1,0.645648526427892
CC1C=C(Cl)OC(N)=C1C=[PH]=NN=CC(O)F,0.645648526427892
CC1C=C(Cl)C(F)=C1C=PNN=CC(C)(O)F,0.645648526427892
CC1C(F)C=C(F)OC1C=PNN=CC(O)F,0.645648526427892
CC1C(F)=CC=CC1PNN=C(CCl)C(=O)F,0.645648526427892
CC1C(F)=CC=C1CPNN=C(CCl)C(=O)F,0.645648526427892
CC1=[PH](NN=CO)C(OCF)C=C1F,0.645648526427892
CC1=[PH](NN=CC(O)F)COC=C1F,0.645648526427892
CC1=[PH](NN=CC(O)F)C(F)OC=C1F,0.645648526427892
CC1=NN[PH]2=CC(C(Cl)=CC(F)=C2)C1OCF,0.645648526427892
CC1=NN[PH](OCN=C(CCl)C(=O)F)=C1,0.645648526427892
CC1=NN[PH](OCC2=C(F)C=C[SH]=C2)=C1,0.645648526427892
CC1=NN[PH](CC2=C(F)CC(Cl)=C2)=C1,0.645648526427892
CC1=NN[PH](=CC2=C(F)OC(Cl)=CC2)C1CF,0.645648526427892
CC1=NN[PH](=CC2=C(Cl)CC(F)=C2)C1OCF,0.645648526427892
CC1=NN[PH](=CC2=C(Cl)CC(F)=C2)C1C(O)F,0.645648526427892
CC1=NN[PH](=CC2=C(Cl)C=C(F)C2)C1OCF,0.645648526427892
CC1=NN[PH](=CC2=C(Cl)C=C(F)C2)C1COF,0.645648526427892
CC1=NN[PH](=CC2=C(Cl)C=C(F)C2)C1C(O)F,0.645648526427892
CC1=NN[PH](=C2C=C(F)CC(Cl)=C2)C1OCF,0.645648526427892
CC1=NN[PH](=C2C=C(F)C=C(Cl)C2)C1OCF,0.645648526427892
CC1=NN=[PH](CC=C(F)C=C(O)F)CC1(O)F,0.645648526427892
CC1=CC[PH](NN=CC(O)F)=C=CC(F)=C1Cl,0.645648526427892
CC1=CC([PH]2=NN=CC(F)ON2)C(C)=C(Cl)O1,0.645648526427892
CC1=CC(PNN=C(CCl)C(=O)F)CC(F)=C1,0.645648526427892
CC1=CC(PNN=C(CCl)C(=O)F)C=C(F)C1,0.645648526427892
CC1=CC(PNN=C(CCl)C(=O)F)=C(F)CC1,0.645648526427892
CC1=CC(O)(F)C=NC1CP=NN=CC(O)F,0.645648526427892
CC1=CC(F)OC(N)=C1C=PNN=CC(O)F,0.645648526427892
CC1=CC(F)OC(F)=C1c1p[nH]nc1C(O)F,0.645648526427892
CC1=CC(F)OC(Cl)=[PH]1NN=CC(O)OCF,0.645648526427892
CC1=CC(F)OC(Cl)=C1[PH]1=NN=CC(C)(F)C1,0.645648526427892
CC1=CC(F)OC(Cl)=C1NN=C(CF)C(=O)F,0.645648526427892
CC1=CC(F)OC(Cl)=C1C=PNN=CCCF,0.645648526427892
CC1=CC(F)=C(CPNN=C(CCl)C(=O)F)C1,0.645648526427892
CC1=CC(C[PH]2=CC(C(F)Cl)=NN2)=CC(F)O1,0.645648526427892
CC1=CC(C[PH]2=CC(C(F)Cl)=NN2)=C(F)CO1,0.645648526427892
CC1=CC(C[PH]2=C(Cl)C(F)C=NN2)=CC(F)O1,0.645648526427892
CC1=CC(C[PH]2=C(Cl)C(F)C=NN2)=C(F)CO1,0.645648526427892
CC1=CC(C[PH]2=C(Cl)C(C[O-])=NN2)=C(F)CO1,0.645648526427892
CC1=CC(CS[PH]2=CC(SO)=NN2)=C(F)CO1,0.645648526427892
CC1=CC(CPNN=C(CCl)C(=O)F)=C(F)C1,0.645648526427892
CC1=C2C[PH](NN=CCOF)=CC2C(F)=C1Cl,0.645648526427892
CC1=C2C[PH](NN=CCOF)=CC2=C(F)C1Cl,0.645648526427892
CC1=C2C[PH](NN=CC(O)F)=CC2C(F)=C1Cl,0.645648526427892
CC1=C2C[PH](NN=CC(O)F)=CC2=C(F)C1Cl,0.645648526427892
CC1=C2C=[PH](NN=CC(O)F)CC2=C(F)C1Cl,0.645648526427892
CC1=C2C(=C(O)C1)C[PH]1=C2C(C(=O)S)=NN1,0.645648526427892
CC1=C2C(=C(F)CO1)C[PH](NN=CC[O-])=C2Cl,0.645648526427892
CC1=C(PNN=C(CCl)C(=O)F)CC=C(F)C1,0.645648526427892
CC1=C(F)OCC(F)C1P=CC(COF)=NN,0.645648526427892
CC1=C(F)OC=C(F)C1CPNN=CC(O)F,0.645648526427892
CC1=C(F)COC(Cl)=C1C=PNC(Cl)C(=O)F,0.645648526427892
CC1=C(Cl)CCC(F)=C1P=CC(COF)=NN,0.645648526427892
CC1=C(Cl)C=C(Cl)C1C(PNN=CO)C(O)F,0.645648526427892
CC1=C(Cl)C(O)=C2C[PH](NN=CC(F)F)=CC12,0.645648526427892
CC1=C(C[PH]2=CC(O)(F)C=NN2)CC(Cl)=C1F,0.645648526427892
CC1=C(C[PH]2=C(Cl)C(C[O-])=NN2)C=C(F)OC1,0.645648526427892
CC1=C(CPNN=C(CCl)C(=O)F)CC=C1F,0.645648526427892
CC1=C(CPNN=C(CCl)C(=O)F)CC(F)=C1,0.645648526427892
CC1=C(CPNN=C(CCl)C(=O)F)C=C(F)C1,0.645648526427892
CC1(F)C[PH]2=NN=C1COC(F)=CC(Cl)=CC2,0.645648526427892
CC1(F)CN(N=CC(F)C=O)[PH]1=CC=C(O)F,0.645648526427892
CC1(F)C=NN[PH]2=CC=C(Cl)OC=C(F)C1C2,0.645648526427892
CC1(F)C=NN[PH](CC=CC2(F)C=C(Cl)O2)=C1,0.645648526427892
CC1(F)C=NN[PH](CC2=COC(F)=C(Cl)C2)=C1,0.645648526427892
CC1(F)C=NN[PH](CC2=COC(Cl)=C(F)C2)=C1,0.645648526427892
CC1(F)C=NN[PH](CC2=C(F)COC(Cl)=C2)=C1,0.645648526427892
CC1(F)C=NN[PH](CC2=C(F)C=C(Cl)OC2)=C1,0.645648526427892
CC1(F)C=NN[PH](CC2=C(Cl)C=C(F)OC2)=C1,0.645648526427892
CC1(F)C=NN=[PH](CC=CC2(F)C=C(Cl)O2)C1,0.645648526427892
CC1(F)C=NN=[PH](CC2=COC(F)=C(Cl)C2)C1,0.645648526427892
CC1(F)C=NN=[PH](CC2=COC(Cl)=C(F)C2)C1,0.645648526427892
CC1(F)C=NN=[PH](CC2=CC(F)OC(Cl)=C2)C1,0.645648526427892
CC1(F)C=NN=[PH](CC2=C(F)COC(Cl)=C2)C1,0.645648526427892
CC1(F)C=NN=[PH](CC2=C(Cl)C=C(F)OC2)C1,0.645648526427892
CC([O-])=NNPCC1=C(O)CC(Cl)=C1,0.645648526427892
CC(O)C1=NN[PH](C(Cl)C2=C(Cl)OC(F)C2)=C1,0.645648526427892
CC(O)C(C=CN=C(F)C(O)F)=CO,0.645648526427892
CC(O)=CCPNN=C(CCl)C(=O)F,0.645648526427892
CC(O)(NN=CC1CC=C(Cl)C1O)C(F)(F)F,0.645648526427892
CC(O)(F)C=NN[PH]1=CC2=CC(Cl)C(F)=C2C1,0.645648526427892
CC(O)(F)C=NN[PH]1=CC2=C(F)C(Cl)=CC2C1,0.645648526427892
CC(O)(F)C=NN[PH]1=CC2=C(Cl)CC(F)=C2C1,0.645648526427892
CC(O)(F)C=NN[PH]1=CC2=C(Cl)C=C(F)C2C1,0.645648526427892
CC(O)(F)C=NN=PCC=COCF,0.645648526427892
CC(N)=CC(O)=C=CPNN=C(CCl)C(=O)F,0.645648526427892
CC(F)OCC(F)=CNP=CC(=O)NF,0.645648526427892
CC(F)CC1C(F)=CC(Cl)=C1C=PNN=CO,0.645648526427892
CC(F)CC1C(C=PNN=CO)=CC(F)=C1Cl,0.645648526427892
CC(F)CC1C(C=PNN=CO)=CC(Cl)=C1F,0.645648526427892
CC(F)CC1=C(F)CC(Cl)=C1C=PNN=CO,0.645648526427892
CC(F)C=NONP=CC1=C(F)C(Cl)=CC1C,0.645648526427892
CC(F)C=NN[PH]1=CC=C(F)OC(Cl)C#CC1,0.645648526427892
CC(F)C=NN[PH]1=CC=C(F)OC(Cl)=C=CC1,0.645648526427892
CC(F)C=NN[PH]1=CC=C(Cl)OCC(F)=C=C1,0.645648526427892
CC(F)C=NN[PH]1=CC=C(Cl)OC(F)C#CC1,0.645648526427892
CC(F)C=NN[PH]1=CC2OC(F)=CC(Cl)=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2OC(Cl)=C(F)C=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2C(F)=C(Cl)C(O)=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2C(=COC(F)=C2Cl)C1,0.645648526427892
CC(F)C=NN[PH]1=CC2C(=COC(Cl)=C2F)C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=CC(F)OC(Cl)=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(F)OC(Cl)C=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(Cl)OCC(F)=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(Cl)OC=C(F)C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(Cl)OC(F)C=C2C1,0.645648526427892
CC(F)C=NN[PH]1=CC2=C(Cl)C=C(F)OC2C1,0.645648526427892
CC(F)C=NN[PH]1=C=CC(F)=C(Cl)OC=CC1,0.645648526427892
CC(F)C=NN[PH]1=C=CC(F)=C(Cl)C(O)=CC1,0.645648526427892
CC(F)C=NNP=CCC=CC1(F)C=C(Cl)O1,0.645648526427892
CC(F)C=NNP=CCC1=CC(F)OC(Cl)=C1,0.645648526427892
CC(F)C=NNP=CCC1=C(F)COC(Cl)=C1,0.645648526427892
CC(F)C=NNP=CCC1=C(F)C=C(Cl)OC1,0.645648526427892
CC(F)C=NNP=CCC1=C(Cl)C=C(F)OC1,0.645648526427892
CC(F)C=NNP=CC1=C(Cl)C=C(F)OC1C,0.645648526427892
CC(F)C=NNP=C=CC(C=CCl)=C(F)CO,0.645648526427892
CC(F)C=NN=[PH]1CC2=CC(F)OC(Cl)=C2C1,0.645648526427892
CC(F)C=NN=[PH]1CC2=C(F)COC(Cl)=C2C1,0.645648526427892
CC(F)C=NN=[PH]1CC2=C(Cl)C=C(F)OC2C1,0.645648526427892
CC(F)C=NN1C2=C(Cl)C=C(F)OCC=[PH]1C2,0.645648526427892
CC(F)C=NC=C(F)CC(Cl)=C=C=PNCO,0.645648526427892
CC(F)C=NC1=C(F)CC(Cl)=C1C=PNCO,0.645648526427892
CC(F)C1OC=NN[PH]1=CC1=C(Cl)CC(F)=C1,0.645648526427892
CC(F)C1C2C(F)=CC(Cl)=C2C=[PH]1NN=CO,0.645648526427892
CC(F)C1C2C(=CC(F)=C2Cl)C=[PH]1NN=CO,0.645648526427892
CC(F)C1C2=C(F)CC(Cl)=C2C=[PH]1NN=CO,0.645648526427892
CC(F)C1C2=C(Cl)CC(F)=C2C=[PH]1NN=CO,0.645648526427892
CC(F)C1C(O)=NN[PH]1=CC1=C(Cl)CC(F)=C1,0.645648526427892
CC(F)C1C(O)=NN[PH]1=CC1=C(Cl)C=C(F)C1,0.645648526427892
CC(F)C1=NN[PH]2=CC(C(=CO)C2)C(F)=C1Cl,0.645648526427892
CC(F)C1=NN[PH](CC2C=C(F)OC(Cl)=C2)=C1,0.645648526427892
CC(F)C1=NN[PH](CC2=COC(F)=C(Cl)C2)=C1,0.645648526427892
CC(F)C1=NN[PH](CC2=CC(F)OC(Cl)=C2)=C1,0.645648526427892
CC(F)C1=NN[PH](CC2=C(F)COC(Cl)=C2)=C1,0.645648526427892
CC(F)C1=NN[PH](CC2=C(Cl)C=C(F)OC2)=C1,0.645648526427892
CC(F)C1=NN[PH](=CC2=CC(F)OC(Cl)=C2)C1,0.645648526427892
CC(F)C1=NN[PH](=CC2=CC(F)=C(Cl)OC2)C1,0.645648526427892
CC(F)C1=NN[PH](=CC2=C(F)C=C(Cl)OC2)C1,0.645648526427892
CC(F)C1=NNC=C(Cl)OC(F)C=CC=[PH]=C1,0.645648526427892
CC(F)C1=NN2C=C(Cl)OC(F)C=CC[PH]2=C1,0.645648526427892
CC(F)C1=C(Cl)OC(F)C=C1CP=CC=NN,0.645648526427892
CC(F)C(C=PCC1=CC(F)OC(Cl)=C1)=NN,0.645648526427892
CC(F)C(C=PCC1=C(Cl)C=C(F)OC1)=NN,0.645648526427892
CC(F)=COCS(F)=C=[SH]#CNPCSCl,0.645648526427892
CC(F)=COC#CCPNN=C(CCl)C(N)=O,0.645648526427892
CC(F)=CCCPNN=C(C(=O)F)C(S)SCl,0.645648526427892
CC(F)=CC=[PH]1NN=COC1OCF,0.645648526427892
CC(F)=CC=CCPNN=CSC(=O)O,0.645648526427892
CC(F)=CC(O)=C=CPNN=C([N-]Cl)C(=O)F,0.645648526427892
CC(F)=CC(=C=CPNN=C(Br)C(=O)F)SO,0.645648526427892
CC(F)=C(F)C=CC=[PH]1NN=C(O)C1C(O)F,0.645648526427892
CC(F)=C(C=CC=O)C[PH]1=C(Cl)C(F)C=NN1,0.645648526427892
CC(F)=C(C=C=PNN=CC(F)Cl)C=CCl,0.645648526427892
CC(F)(C=NN)C=PCC1=COC(Cl)=C(F)C1,0.645648526427892
CC(Cl)C1=NNP=CCC=CC(F)OC(F)=C1,0.645648526427892
CC(Cl)=CC=[PH]1NN=COC1OCF,0.645648526427892
CC(Cl)=CC=[PH]1NN=COC1C(O)F,0.645648526427892
CC(Cl)=CC=PC(OCF)C(O)=NN,0.645648526427892
CC(Cl)=CC(O)=CCPNN=C(CCl)C(=O)F,0.645648526427892
CC(Cl)=CC(=CO)CPNN=C(CCl)C(=O)F,0.645648526427892
CC(Cl)(C=CC#N)C=[PH]1NN=C(O)C1OCF,0.645648526427892
CC(C=PNN=COCF)=C(F)CO,0.645648526427892
CC(C=PNN=CCOF)=C(F)CO,0.645648526427892
CC(C=PNN=CC(O)F)=C(F)CO,0.645648526427892
CC(C=O)CPNN=C(CCl)C(=O)F,0.645648526427892
CC(C=O)=NPC1=CC=C(Cl)COC1,0.645648526427892
CC(C=NC(Cl)=NCC(=O)O)CCC(F)(F)F,0.645648526427892
CC(C1C=CC(F)=C1F)[PH]1=CC(C(=O)O)=NN=C1,0.645648526427892
CC(=O)c1nc(O)[nH]c1C(C=O)CCC(F)(F)F,0.645648526427892
CC(=O)c1c(F)cccc1NN=CC(=O)O,0.645648526427892
CC(=O)c1[nH]c(Cl)nc1C(C=O)CC(F)(F)F,0.645648526427892
CC(=O)c1[nH]c(Cl)nc1C(C=O)CC(F)(F)Cl,0.645648526427892
CC(=O)Oc1c(C=NO)[nH]c(C(F)(F)Cl)c1N(C)O,0.645648526427892
CC(=O)OC=[PH]CC1=C(Cl)C=C(F)OC1,0.645648526427892
CC(=O)OC#CCPNN=C(C=O)CCl,0.645648526427892
CC(=O)N=C(C=C=S)C(C=C=S)C=C(F)P,0.645648526427892
CC(=O)C=NPc1cccc(F)c1C,0.645648526427892
CC(=O)C1=C(C2N=C(C)NP2)C(C(=O)F)=C(Cl)C1,0.645648526427892
CC(=O)C(CCl)=NNPC1=C(F)COC(Cl)C1,0.645648526427892
CC(=O)C(=NNPC1C=C(F)CC(C#N)=C1)C(=O)F,0.645648526427892
CC(=NN[PH]1=CC2=C(Cl)CC(F)=C2C1)OCF,0.645648526427892
CC(=NNPNCC1=COCC(Cl)=C1)C(=O)F,0.645648526427892
CC(=NNPCc1occ(F)c1C)C(=O)PF,0.645648526427892
CC(=NNPCc1cc(F)cc(Cl)c1)C(=O)C=O,0.645648526427892
CC(=NNPCC1=CC(F)=CC(Cl)C1)C(=O)F,0.645648526427892
CC(=NNPCC1=C(F)C=CC(Cl)C1)C(=O)F,0.645648526427892
CC(=NN=NPCC=C1C=CC(F)O1)C(O)F,0.645648526427892
CC(=NCCl)C(=O)C=C1C=[SH]#[PH]C(F)C1,0.645648526427892
CC(=N)NPCC1=C(O)NCC(Cl)=C1C(=O)F,0.645648526427892
C=[SH]#[PH]=C(O)CC=CC(Cl)N=C(F)CF,0.645648526427892
C=[PH]=C=CC(F)OC(Cl)=NNN=CC(O)F,0.645648526427892
C=[PH]1NN=COC(O[N-]F)C2C(F)=CC(Cl)=C21,0.645648526427892
C=[PH](CC1=CC(F)=C(Cl)OC1)C(O)(O)F,0.645648526427892
