smiles,albuterol-similarity
CNPCP([O-])[O+](S)c1cpc(O)c([N-]S)c1,0.7586206896551724
CNPCP([O-])[O+](S)c1cpc(O)c(PS)c1,0.7586206896551724
CNPCP([O-])P(S)c1cpc(O)c([N-]S)c1,0.7586206896551724
CNPC(P[O-])[O+](S)c1cpc(S)c(CS)c1,0.7586206896551724
CNPC(P[O-])P(S)c1ccc(S)c([N-]S)c1,0.7586206896551724
CNCNCC(O)c1cc(F)c(O)c(CO)c1,0.7586206896551724
CNCC(S)OC(O)c1ccc(O)c(CS)c1,0.7586206896551724
CNCC(O)c1ccc(C(O)CN)c(CO)c1,0.7586206896551724
CNC(C)NCC(O)c1ccc(N)c(PO)c1,0.7586206896551724
CCc1cc(C(CS)CNC(C)C)ccc1O,0.7586206896551724
CCNCC(OCl)c1cc(C(C)O)ccc1O,0.7586206896551724
CCNCC(O)c1ccc(C(O)CO)cc1C,0.7586206896551724
CCNCC(O)c1ccc(C(O)CC)c(C)c1,0.7586206896551724
CCNCC(C(N)=O)c1ccc(O)c(PO)c1,0.7586206896551724
CCNC(O)c1ccc(O)c(C(O)NCC)c1,0.7586206896551724
CCCNC(CN)c1ccc(O)c(C(C)O)c1,0.7586206896551724
CC=CNC(Cl)C(O)c1ccc(O)c(CC)c1,0.7586206896551724
CC(O)c1cc(C(O)CNCN)ccc1NO,0.7586206896551724
CC(CN)NCC(=O)c1ccc(O)c(PO)c1,0.7586206896551724
CC(C)c1cc(C2CNC(C)(O)O2)ccc1O,0.7586206896551724
CC(C)(C)NCC(O)CCc1ccc(O)cc1,0.7586206896551724
CC(=O)CNCC(O)c1cpc(N)c(PS)c1,0.7586206896551724
C=Cc1cc(C2(O)CNC(P)C2O)ccc1O,0.7586206896551724
C=Cc1cc(C(CNC(O)P)PO)ccc1O,0.7586206896551724
C=CC(=CP)NC[O+](S)c1cpc(S)c(S)c1,0.7586206896551724
C=C(NC[N-][N-][NH-])C(O)c1cpc(S)c(C)c1,0.7586206896551724
C=C(CNCC(S)c1ccc(S)c(O)c1)PP,0.7586206896551724
[NH-][N-]C(N)c1cpc(S)c([N-]S)c1,0.7581699346405228
SCc1cc([PH]2(S)CP2)c[o+]c1S,0.7581699346405228
P#[PH]C(P)c1cpc(S)c(PS)c1,0.7581699346405228
Oc1ccc(C(P)S)cc1PPS,0.7581699346405228
OCc1c(O)cccc1C(O)PP,0.7581699346405228
CPc1cc(C(S)PS)cpc1S,0.7581699346405228
CPc1cc(C(S)PO)ccc1O,0.7581699346405228
CNCC(O)c1cccc(O)c1C,0.7581699346405228
CNCC(O)c1ccc(C)c(O)c1,0.7581699346405228
CNCC(O)c1c(C)cccc1O,0.7581699346405228
CCc1cc(C(O)CS)ccc1O,0.7581699346405228
CCc1cc(C(O)CO)ccc1O,0.7581699346405228
CCc1cc(C(O)CC)ccc1O,0.7581699346405228
CC(S)c1cpc(S)c(PCS)c1,0.7581699346405228
CC(O)c1ccc(O)c(CCO)c1,0.7581699346405228
C=C(P)Cc1cpc(S)c([N-]S)c1,0.7581699346405228
C#Cc1cc(C(S)CN)cpc1S,0.7581699346405228
OC(CNC(P)C(P)P)c1ccc(-c2cpc(S)c(PS)c2)c(CS)c1,0.7567567567567567
Cc1ccc(Cc2c[o+]c(S)c(PS)c2)cc1C(O)CNC(C)(C)CO,0.7567567567567567
CSSC(C)(CNC[N-][N-][NH-])C(C)NCC(O)c1ccc(O)c(CO)c1,0.7567567567567567
CNCC(O)c1ccc(O)c(C(CNC(C)(C)C)C2=CCC(CO)=C2)c1,0.7567567567567567
CNCC(O)c1cc(C(O)CNC(C)(C)C(O)CNC(C)(C)C)ccc1O,0.7567567567567567
CNCC(C)(P)NCC(O)c1ccc(O)c(-c2ccc(S)c(CO)c2)c1,0.7567567567567567
CCC(C)(C)NCC(O)C(C)(C)NCC(O)C(O)c1ccc(O)c(PO)c1,0.7567567567567567
CC(O)NCC(C)(C)NCC(O)c1cc(C(O)CNC(C)(C)C)ccc1O,0.7567567567567567
[O-][N-]C(P)N[O+](CNC([N-][O-])NP)c1cpc(S)c([N-]S)c1,0.7562189054726367
[O-][N-]C(P)NC[O+](S)c1cc(C(S)CNC#[PH]P)cpc1S,0.7562189054726367
[O-][N-]C(P)NC[O+](S)c1cc(C(O)CNCPP)cpc1O,0.7562189054726367
[O-][N-]C(P)NC[O+](S)NCCC(O)c1ccc(O)c(CO)c1,0.7562189054726367
[O-][N-]C(P)NCCc1cc(P(S)CNC(P)PO)cpc1O,0.7562189054726367
[O-]PC(P)NC[O+](S)c1cc(C(S)CNCPP)ccc1S,0.7562189054726367
[O-]PC(P)NCP(S)c1cc([O+](S)CNC#[PH]P)cpc1S,0.7562189054726367
[O-]PC(P)NCCNCC(S)C(S)c1c[o+]c(S)c(PS)c1,0.7562189054726367
[O-]PC(P)NCC(S)c1cpc(S)c([O+](S)CNCCP)c1,0.7562189054726367
[O-]PC(P)NCC(S)c1cpc(S)c(C(S)CNCPP)c1,0.7562189054726367
[O-]PC(P)NCC(S)c1cc([O+](S)CNCPP)ccc1S,0.7562189054726367
[O-]PC(P)NCC(S)c1cc(C(S)CNC#[PH]P)c[o+]c1S,0.7562189054726367
[O-]C(P)NCC(O)c1ccc(O)c(C[O+](S)CNCPP)c1,0.7562189054726367
[NH-][N-]CNC[O+](S)c1c[o+]c(S)c([O+](S)CNC(P)[N-][O-])c1,0.7562189054726367
[NH-][N-]CNCC(S)c1cc(C(O)CNC(S)PP)ccc1O,0.7562189054726367
[NH-]CNCC(S)c1c[o+]c(S)c(C[O+](S)CNC(P)[N-][O-])c1,0.7562189054726367
[NH-]CNCC(S)Cc1cc(C(O)CNC(N)[N-][NH-])ccc1S,0.7562189054726367
PPCCNCC(S)c1cc(C(S)CNC(P)S)ccc1S,0.7562189054726367
PP=NC(P)NC(CNC(P)PS)c1ccc(S)c(PS)c1,0.7562189054726367
Oc1ccc(C(S)CNC(P)CS)cc1C(S)CNCPP,0.7562189054726367
Oc1ccc(C(O)CNC(P)PF)cc1C(S)CNCCP,0.7562189054726367
Oc1ccc(C(O)CNC(P)PF)cc1C(O)CNCPP,0.7562189054726367
OPc1cc(C(CNCPP)CNC(P)C(O)P)ccc1O,0.7562189054726367
OPC(P)NCC(S)c1ccc(O)c(C(O)CNCPP)c1,0.7562189054726367
OPC(P)NCC(O)c1ccc(S)c([O+](S)CNCPP)c1,0.7562189054726367
OCc1cc(C(O)CNCCCn2ccnc2)ccc1O,0.7562189054726367
OC(P)C(P)NCC(CNCPP)c1ccc(S)c(PS)c1,0.7562189054726367
NC(P)NCC(O)c1ccc(O)c(C(S)CNC#[PH]PP)c1,0.7562189054726367
Cc1cc(C(O)CNC(C)(C)P)c(O)cc1C(O)CNC(N)P,0.7562189054726367
CP[N-]CNC[O+](S)c1ccc(NC(C)(C)CO)c(PS)c1,0.7562189054726367
COCc1c(C(O)CNC(C)(C)C(C)=O)cc(CO)c(O)c1O,0.7562189054726367
CNCC(O)c1ccc(S)c(C(C)(O)NC(O)C(O)C(C)=O)c1,0.7562189054726367
CNC(NCc1cc(C(S)CNC#[PH]P)ccc1S)C(C)O,0.7562189054726367
CCc1cc(C(S)CNCCPNC(C)(C)C#N)ccc1S,0.7562189054726367
CCNC(CNCC(O)c1ccc(O)c(C[N-]S)c1)C(C)=O,0.7562189054726367
CCC1CC(C)(C)NCC1c1cpc(O)c(C(O)CNC)c1,0.7562189054726367
CC(S)(CO)NCCc1cc(C(S)CNC#[PH]P)cpc1S,0.7562189054726367
CC(Nc1ccc(PO)c(C(O)CNC(C)(C)C)c1)C(C)(C)O,0.7562189054726367
CC(C)NCC(c1ccc(O)c(C(C)O)c1)C(O)NC(C)(C)C,0.7562189054726367
CC(C)CCNCC(O)c1ccc(O)c(C(O)CNC=O)c1,0.7562189054726367
CC(C)C(C)(CN)NCC(O)c1cc(CO)c(O)c(CS)c1S,0.7562189054726367
CC(C)(P)NCc1ccc(C(S)CNC[O+]=PP)cc1CS,0.7562189054726367
CC(C)(NCC(O)c1ccccc1O)C(S)CNCC#[PH]P,0.7562189054726367
CC(C)(C)NCc1ccc(C(S)CNCCPP)cc1PS,0.7562189054726367
CC(C)(C)NCC(O)c1ccc(OS)c(C(CO)C(C)(C)C)c1,0.7562189054726367
CC(C)(C)NCC(CNC(C)(C)C)c1cc(C(O)O)ccc1O,0.7562189054726367
CC(C)(C)NC(O)C(O)c1cc(C(O)CN(O)CN)ccc1O,0.7562189054726367
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])pc1[N-]S,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])pc1PS,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])pc1PO,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])pc1CO,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])cc1[N-]S,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])cc1[N-]O,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])cc1PS,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])cc1CS,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])[o+]c1[N-]S,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])[o+]c1[N-]O,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])[o+]c1PS,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)[N-][O-])[o+]c1PO,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)P[O-])cc1[N-]S,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)P[O-])cc1PO,0.7555555555555555
[O-][N-]c1pcc([O+](S)CNC(P)P[O-])cc1CO,0.7555555555555555
[O-][N-]c1pcc([O+](O)CNC(P)[N-][O-])pc1PO,0.7555555555555555
[O-][N-]c1pcc(P(S)CNC(P)P[O-])cc1[N-]S,0.7555555555555555
[O-][N-]c1p[o+]c([O+](O)CNC(P)P[O-])cc1CS,0.7555555555555555
[O-][N-]c1cpc([O+](S)CNC(P)[N-][O-])pc1[N-]O,0.7555555555555555
[O-][N-]c1cpc([O+](S)CNC(P)[N-][O-])pc1PS,0.7555555555555555
[O-][N-]c1cpc([O+](S)CNC(P)[N-][O-])pc1PO,0.7555555555555555
[O-][N-]c1ccc([O+](S)CNC(P)[N-][O-])pc1CO,0.7555555555555555
[O-][N-]c1ccc([O+](S)CNC(P)[N-][O-])cc1[N-]S,0.7555555555555555
[O-][N-]c1ccc([O+](S)CNC(P)[N-][O-])cc1CO,0.7555555555555555
[O-][N-]c1ccc([O+](S)CNC(P)P[O-])cc1[N-]O,0.7555555555555555
[O-][N-]c1[o+]cc([O+](S)CNC(P)[N-][O-])cc1[N-]O,0.7555555555555555
[O-][N-][O+](CNC(P)P[O-])c1cpc(O)c(CS)c1,0.7555555555555555
[O-][N-][O+](CNC(P)P[O-])c1c[o+]c(S)c(CO)c1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1pcc(O)c(PO)p1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1cpc(S)c(PS)p1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1ccc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1ccc(S)c(CS)c1,0.7555555555555555
[O-][N-]N=C(P)NC[O+](S)c1ccc(O)c([N-]S)c1,0.7555555555555555
[O-][N-]C(S)NC[O+](CO)c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1pcc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1pcc(O)c(CS)p1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1cpc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1cpc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)SNC[O+](S)c1cpc(S)c(CS)[o+]1,0.7555555555555555
[O-][N-]C(P)ONC[O+](S)c1pcc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)ONC[O+](S)c1pcc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)ONC[O+](S)c1ccc(S)c(CO)c1,0.7555555555555555
[O-][N-]C(P)ONC[O+](S)c1ccc(O)c(PS)[o+]1,0.7555555555555555
[O-][N-]C(P)NSC[O+](S)c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NSC[O+](S)c1cpc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NSC[O+](S)c1ccc(O)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NSC[O+](S)c1ccc(O)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(S)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(S)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(S)c(PS)[o+]1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(S)c(CS)[o+]1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1cpc(O)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1ccc(O)c(PS)[o+]1,0.7555555555555555
[O-][N-]C(P)NOC[O+](S)c1[o+]pc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1pcc(S)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1pcc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1pcc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(PS)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(S)c(CO)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(O)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(O)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(O)c(PO)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(O)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1cpc(O)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1ccc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1ccc(O)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1c[o+]c(S)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](S)c1[o+]pc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](O)c1pcc(O)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NNC[O+](O)c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NNC[O+](O)c1cpc(S)c(PO)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](O)c1cpc(S)c(CS)c1,0.7555555555555555
[O-][N-]C(P)NNC[O+](O)c1cpc(O)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NNCP(S)c1cpc(O)c(CO)c1,0.7555555555555555
[O-][N-]C(P)NNCP(S)c1ccc(O)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NNCC(S)c1cpc(O)c(PO)c1,0.7555555555555555
[O-][N-]C(P)NNCC(S)c1ccc(S)c(CS)c1,0.7555555555555555
[O-][N-]C(P)NN=C[O+](S)c1pcc(S)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NN=C[O+](S)c1pcc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NN=C[O+](S)c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NN=C[O+](S)c1cpc(O)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NN=C[O+](S)c1ccc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]=[PH](S)c1cpc(S)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]=[PH](S)c1cpc(O)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]=[PH](S)c1ccc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]=[PH](S)c1[o+]pc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]=C(S)c1cpc(S)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]=C(S)c1cpc(O)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1pcc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1pcc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1pcc(O)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(S)c(CO)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1cpc(O)c(CO)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1ccc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1ccc(S)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1ccc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1c[o+]c(S)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1c[o+]c(S)c(CO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+]([N-][O-])c1[o+]pc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1pcc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1pcc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1cpc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1cpc(S)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1cpc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1cpc(O)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1ccc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1ccc(O)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SS)c1c[o+]c(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SO)c1pcc(S)c(CO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](SO)c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(SS)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(S)c(POCl)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(S)c(POBr)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(OS)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(OS)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1pcc(OO)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(SS)c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(SO)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(SO)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(SO)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c([N-]SCl)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c([N-]SBr)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c([N-]OF)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c([N-]OBr)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c([N-]OBr)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(PSCl)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(POCl)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(POBr)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(PN=S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(P=NS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(P=NO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(S)c(CN=S)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(P[O-])c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(P[O-])c([N-]S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(P[O-])c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(P[O-])c(PO)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(OS)c([N-]S)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(OO)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(OO)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(O)c([N-]SBr)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(O)c([N-]SBr)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(O)c([N-]OF)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(O)c([N-]N=S)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1cpc(C=S)c(PS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(SS)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(S)c(CSCl)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(S)c(COCl)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(P[O-])c(CS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(OS)c(CS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(OO)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(O)c(COCl)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(C=S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1ccc(C=S)c(CO)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1c[o+]c(OO)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](S)c1[o+]pc(OS)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](P[O-])c1cpc(S)c([N-]O)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](P[O-])c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](P[O-])c1cpc(O)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](P[O-])c1cpc(O)c(PO)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](P[O-])c1ccc(S)c(PO)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](PBr)c1cpc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](PBr)c1cpc(O)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1pcc(S)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1cpc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1cpc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1cpc(S)c([N-]O)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1cpc(S)c(PS)[o+]1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1cpc(O)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](OS)c1ccc(O)c(PO)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](O)c1ccc(S)c(P=NS)c1,0.7555555555555555
[O-][N-]C(P)NC[O+](C=S)c1cpc(S)c([N-]S)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](C=S)c1cpc(S)c([N-]O)p1,0.7555555555555555
[O-][N-]C(P)NC[O+](C=S)c1cpc(S)c(CS)p1,0.7555555555555555
[O-][N-]C(P)NCS[O+](S)c1cpc(S)c(PS)p1,0.7555555555555555
[O-][N-]C(P)NCS[O+](S)c1ccc(S)c([N-]S)[o+]1,0.7555555555555555
